Host.Species,Lake,Year,Julian.Day,Julian,Date,Date2,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,metsch.prev,spiro.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,coke.prev,Host.Density
pulicaria,Cedar,2015,2015135,135,15-May-15,NA,215,68,23,103,18,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.013953488372093,0,0,0,NA,NA,NA,NA
pulicaria,Cedar,2015,2015163,163,12-Jun-15,NA,353,139,211,1,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
pulicaria,Cedar,2015,2015197,197,16-Jul-15,7/16/2015,115,25,86,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4816
pulicaria,Cedar,2015,2015211,211,30-Jul-15,7/30/2015,69,29,32,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.0144927536231884,0,0,0,NA,NA,NA,2795
pulicaria,Cedar,2015,2015226,226,14-Aug-15,8/14/2015,58,38,19,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2580
pulicaria,Cedar,2015,2015239,239,27-Aug-15,8/27/2015,12,4,7,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
pulicaria,Cedar,2015,2015254,254,11-Sep-15,9/11/2015,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pulicaria,Cedar,2015,2015268,268,25-Sep-15,9/25/2015,10,1,9,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
pulicaria,Cedar,2015,2015282,282,9-Oct-15,10/9/2015,15,11,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pulicaria,Cedar,2015,2015295,295,22-Oct-15,10/22/2015,5,2,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
pulicaria,Cedar,2015,2015310,310,6-Nov-15,11/6/2015,33,14,15,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2006.7
retrocurva,Cedar,2015,2015135,135,15-May-15,NA,65,29,36,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,Cedar,2015,2015163,163,12-Jun-15,NA,93,20,73,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,Cedar,2015,2015197,197,16-Jul-15,7/16/2015,126,46,78,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.0158730158730159,0,0,0,NA,NA,NA,7453.4
retrocurva,Cedar,2015,2015211,211,30-Jul-15,7/30/2015,209,97,111,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00478468899521531,0,0,0,NA,NA,NA,17200.1
retrocurva,Cedar,2015,2015226,226,14-Aug-15,8/14/2015,236,107,127,0,0,0,0,1,1,0,0,0,NA,NA,NA,0,0,0.00423728813559322,0.00423728813559322,0,0,0,NA,NA,NA,24510.2
retrocurva,Cedar,2015,2015239,239,27-Aug-15,8/27/2015,121,72,49,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,15193.5
retrocurva,Cedar,2015,2015254,254,11-Sep-15,9/11/2015,28,22,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1474.3
retrocurva,Cedar,2015,2015268,268,25-Sep-15,9/25/2015,102,46,53,0,0,0,0,2,1,0,0,0,NA,NA,NA,0,0,0.0196078431372549,0.00980392156862745,0,0,0,NA,NA,NA,4300
retrocurva,Cedar,2015,2015282,282,9-Oct-15,10/9/2015,209,127,72,6,0,0,0,0,4,0,0,0,NA,NA,NA,0,0,0,0.0191387559808612,0,0,0,NA,NA,NA,11610.1
retrocurva,Cedar,2015,2015295,295,22-Oct-15,10/22/2015,215,150,53,8,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.013953488372093,0,0,0,NA,NA,NA,14620.1
retrocurva,Cedar,2015,2015310,310,6-Nov-15,11/6/2015,250,131,83,31,2,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.012,0,0,0,NA,NA,NA,16770.1
ambigua,CrookedP,2015,2015133,133,13-May-15,NA,202,85,94,21,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ambigua,CrookedP,2015,2015162,162,11-Jun-15,NA,248,130,69,13,4,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00403225806451613,0,0,0,0,NA,NA,NA,NA
ambigua,CrookedP,2015,2015195,195,14-Jul-15,7/14/2015,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.3
ambigua,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,10,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,CrookedP,2015,2015223,223,11-Aug-15,8/11/2015,3,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ambigua,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
ambigua,CrookedP,2015,2015266,266,23-Sep-15,9/23/2015,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ceriodaphnia,CrookedP,2015,2015133,133,13-May-15,NA,201,79,122,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ceriodaphnia,CrookedP,2015,2015162,162,11-Jun-15,NA,272,184,88,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ceriodaphnia,CrookedP,2015,2015195,195,14-Jul-15,7/14/2015,158,117,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,6665.1
ceriodaphnia,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,204,85,116,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.0147058823529412,0,0,0,NA,NA,NA,24940.2
ceriodaphnia,CrookedP,2015,2015223,223,11-Aug-15,8/11/2015,211,129,77,0,0,0,0,0,5,0,0,0,NA,NA,NA,0,0,0,0.023696682464455,0,0,0,NA,NA,NA,11753.4
ceriodaphnia,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,230,120,99,0,0,0,0,0,11,0,0,0,NA,NA,NA,0,0,0,0.0478260869565217,0,0,0,NA,NA,NA,38270.3
ceriodaphnia,CrookedP,2015,2015252,252,9-Sep-15,9/9/2015,205,88,117,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,57190.5
ceriodaphnia,CrookedP,2015,2015266,266,23-Sep-15,9/23/2015,233,127,104,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00858369098712446,0,0,0,NA,NA,NA,19350.2
ceriodaphnia,CrookedP,2015,2015280,280,7-Oct-15,10/7/2015,201,93,95,0,8,0,3,0,2,0,0,0,NA,NA,NA,0,0.0149253731343284,0,0.00995024875621891,0,0,0,NA,NA,NA,24940.2
ceriodaphnia,CrookedP,2015,2015294,294,21-Oct-15,10/21/2015,211,88,103,0,17,0,1,0,2,0,0,0,NA,NA,NA,0,0.004739336492891,0,0.00947867298578199,0,0,0,NA,NA,NA,10750.1
ceriodaphnia,CrookedP,2015,2015308,308,4-Nov-15,11/4/2015,112,28,24,0,60,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5375
dentifera,CrookedP,2015,2015133,133,13-May-15,NA,209,85,123,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0.00478468899521531,0,0,0,0,NA,NA,NA,NA
dentifera,CrookedP,2015,2015162,162,11-Jun-15,NA,414,235,179,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
dentifera,CrookedP,2015,2015195,195,14-Jul-15,7/14/2015,217,83,131,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,50167.1
dentifera,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,246,131,114,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.0040650406504065,0,0,0,NA,NA,NA,26373.5
dentifera,CrookedP,2015,2015223,223,11-Aug-15,8/11/2015,150,86,64,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,7740.1
dentifera,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,210,117,92,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00476190476190476,0,0,0,NA,NA,NA,8170.1
dentifera,CrookedP,2015,2015252,252,9-Sep-15,9/9/2015,213,66,147,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,18920.2
dentifera,CrookedP,2015,2015266,266,23-Sep-15,9/23/2015,350,140,208,0,0,2,0,0,0,0,0,0,NA,NA,NA,0.00571428571428571,0,0,0,0,0,0,NA,NA,NA,5590
dentifera,CrookedP,2015,2015280,280,7-Oct-15,10/7/2015,219,98,101,19,0,0,1,0,0,0,0,0,NA,NA,NA,0,0.0045662100456621,0,0,0,0,0,NA,NA,NA,31390.3
dentifera,CrookedP,2015,2015294,294,21-Oct-15,10/21/2015,318,102,122,86,8,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,36120.3
dentifera,CrookedP,2015,2015308,308,4-Nov-15,11/4/2015,249,46,33,111,58,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,12040.1
parvula,CrookedP,2015,2015133,133,13-May-15,NA,126,70,56,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
parvula,CrookedP,2015,2015162,162,11-Jun-15,NA,292,146,146,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
parvula,CrookedP,2015,2015195,195,14-Jul-15,7/14/2015,201,149,52,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,15766.8
parvula,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,204,96,108,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9030.1
parvula,CrookedP,2015,2015223,223,11-Aug-15,8/11/2015,139,62,77,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,3153.4
parvula,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,97,60,37,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,3440
parvula,CrookedP,2015,2015252,252,9-Sep-15,9/9/2015,120,70,50,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9460.1
parvula,CrookedP,2015,2015266,266,23-Sep-15,9/23/2015,338,200,134,2,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00591715976331361,0,0,0,NA,NA,NA,14190.1
parvula,CrookedP,2015,2015280,280,7-Oct-15,10/7/2015,302,69,217,15,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0.0033112582781457,0,0,NA,NA,NA,41280.3
parvula,CrookedP,2015,2015294,294,21-Oct-15,10/21/2015,236,74,150,11,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,36550.3
parvula,CrookedP,2015,2015308,308,4-Nov-15,11/4/2015,201,91,103,6,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,22933.5
pulicaria,CrookedP,2015,2015162,162,11-Jun-15,NA,74,31,39,2,1,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.0135135135135135,0,0,0,NA,NA,NA,NA
pulicaria,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,8,5,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pulicaria,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
retrocurva,CrookedP,2015,2015133,133,13-May-15,NA,57,18,39,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,CrookedP,2015,2015162,162,11-Jun-15,NA,47,20,27,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,CrookedP,2015,2015195,195,14-Jul-15,7/14/2015,28,13,14,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.0357142857142857,0,0,0,NA,NA,NA,573.3
retrocurva,CrookedP,2015,2015209,209,28-Jul-15,7/28/2015,71,23,48,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,2795
retrocurva,CrookedP,2015,2015223,223,11-Aug-15,8/11/2015,6,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013.4
retrocurva,CrookedP,2015,2015237,237,25-Aug-15,8/25/2015,6,2,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505
retrocurva,CrookedP,2015,2015252,252,9-Sep-15,9/9/2015,7,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
retrocurva,CrookedP,2015,2015266,266,23-Sep-15,9/23/2015,5,2,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290
retrocurva,CrookedP,2015,2015280,280,7-Oct-15,10/7/2015,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860
retrocurva,CrookedP,2015,2015294,294,21-Oct-15,10/21/2015,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720
retrocurva,CrookedP,2015,2015308,308,4-Nov-15,11/4/2015,6,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3
ceriodaphnia,CrookedW,2015,2015135,135,15-May-15,NA,43,21,22,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ceriodaphnia,CrookedW,2015,2015163,163,12-Jun-15,NA,6,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ceriodaphnia,CrookedW,2015,2015197,197,16-Jul-15,7/16/2015,2,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
ceriodaphnia,CrookedW,2015,2015211,211,30-Jul-15,7/30/2015,303,108,195,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,8428.1
ceriodaphnia,CrookedW,2015,2015226,226,14-Aug-15,8/14/2015,4,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ceriodaphnia,CrookedW,2015,2015239,239,27-Aug-15,8/27/2015,5,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ceriodaphnia,CrookedW,2015,2015254,254,11-Sep-15,9/11/2015,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ceriodaphnia,CrookedW,2015,2015268,268,25-Sep-15,9/25/2015,7,2,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ceriodaphnia,CrookedW,2015,2015295,295,22-Oct-15,10/22/2015,14,11,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3
ceriodaphnia,CrookedW,2015,2015310,310,6-Nov-15,11/6/2015,2,0,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
dentifera,CrookedW,2015,2015135,135,15-May-15,NA,80,29,51,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
dentifera,CrookedW,2015,2015163,163,12-Jun-15,NA,563,210,344,2,0,4,0,0,0,3,0,0,NA,NA,NA,0.00710479573712256,0,0,0,0.00532859680284192,0,0,NA,NA,NA,NA
dentifera,CrookedW,2015,2015197,197,16-Jul-15,7/16/2015,274,96,164,0,0,2,0,0,0,0,0,0,NA,NA,NA,0.0072992700729927,0,0,0,0,0,0,NA,NA,NA,18490.2
dentifera,CrookedW,2015,2015211,211,30-Jul-15,7/30/2015,207,92,111,0,0,1,0,0,0,1,0,0,NA,NA,NA,0.00483091787439614,0,0,0,0.00483091787439614,0,0,NA,NA,NA,22933.5
dentifera,CrookedW,2015,2015226,226,14-Aug-15,8/14/2015,199,127,70,0,0,1,0,0,1,0,0,0,NA,NA,NA,0.0050251256281407,0,0,0.0050251256281407,0,0,0,NA,NA,NA,13473.4
dentifera,CrookedW,2015,2015239,239,27-Aug-15,8/27/2015,132,48,83,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,9890.1
dentifera,CrookedW,2015,2015254,254,11-Sep-15,9/11/2015,176,61,107,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00568181818181818,0,0,0,NA,NA,NA,8313.4
dentifera,CrookedW,2015,2015268,268,25-Sep-15,9/25/2015,154,65,85,4,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,6306.7
dentifera,CrookedW,2015,2015282,282,9-Oct-15,10/9/2015,64,24,11,4,0,16,0,0,1,0,0,0,NA,NA,NA,0.25,0,0,0.015625,0,0,0,NA,NA,NA,2150
dubia,CrookedW,2015,2015135,135,15-May-15,NA,184,43,141,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
dubia,CrookedW,2015,2015163,163,12-Jun-15,NA,413,202,209,0,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
dubia,CrookedW,2015,2015197,197,16-Jul-15,7/16/2015,209,82,126,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.00478468899521531,0,0,0,NA,NA,NA,16340.1
dubia,CrookedW,2015,2015211,211,30-Jul-15,7/30/2015,88,36,52,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,5733.4
dubia,CrookedW,2015,2015226,226,14-Aug-15,8/14/2015,90,50,39,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0.0111111111111111,0,0,0,NA,NA,NA,6020
dubia,CrookedW,2015,2015239,239,27-Aug-15,8/27/2015,30,18,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4300
dubia,CrookedW,2015,2015254,254,11-Sep-15,9/11/2015,4,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.7
dubia,CrookedW,2015,2015282,282,9-Oct-15,10/9/2015,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
parvula,CrookedW,2015,2015163,163,12-Jun-15,NA,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,CrookedW,2015,2015135,135,15-May-15,NA,44,10,29,4,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
pulicaria,CrookedW,2015,2015163,163,12-Jun-15,NA,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulicaria,CrookedW,2015,2015197,197,16-Jul-15,7/16/2015,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pulicaria,CrookedW,2015,2015211,211,30-Jul-15,7/30/2015,6,2,3,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pulicaria,CrookedW,2015,2015282,282,9-Oct-15,10/9/2015,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
retrocurva,CrookedW,2015,2015135,135,15-May-15,NA,94,35,59,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,CrookedW,2015,2015163,163,12-Jun-15,NA,252,171,81,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
retrocurva,CrookedW,2015,2015197,197,16-Jul-15,7/16/2015,79,36,36,0,0,0,0,0,7,0,0,0,NA,NA,NA,0,0,0,0.0886075949367089,0,0,0,NA,NA,NA,5590
retrocurva,CrookedW,2015,2015211,211,30-Jul-15,7/30/2015,304,118,184,0,0,0,0,0,2,0,0,0,NA,NA,NA,0,0,0,0.00657894736842105,0,0,0,NA,NA,NA,23506.9
retrocurva,CrookedW,2015,2015226,226,14-Aug-15,8/14/2015,543,287,253,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.00552486187845304,0,0,0,NA,NA,NA,84710.7
retrocurva,CrookedW,2015,2015239,239,27-Aug-15,8/27/2015,269,99,167,0,0,0,0,0,3,0,0,0,NA,NA,NA,0,0,0,0.0111524163568773,0,0,0,NA,NA,NA,87720.7
retrocurva,CrookedW,2015,2015254,254,11-Sep-15,9/11/2015,168,78,79,0,0,4,0,0,5,0,0,0,NA,NA,NA,0.0238095238095238,0,0,0.0297619047619048,0,0,0,NA,NA,NA,6880.1
retrocurva,CrookedW,2015,2015268,268,25-Sep-15,9/25/2015,205,91,89,0,0,6,0,0,7,0,0,0,NA,NA,NA,0.0292682926829268,0,0,0.0341463414634146,0,0,0,NA,NA,NA,19206.8
retrocurva,CrookedW,2015,2015282,282,9-Oct-15,10/9/2015,195,107,84,0,0,2,0,0,1,0,0,0,NA,NA,NA,0.0102564102564103,0,0,0.00512820512820513,0,0,0,NA,NA,NA,7310.1
retrocurva,CrookedW,2015,2015295,295,22-Oct-15,10/22/2015,17,6,9,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.3
retrocurva,CrookedW,2015,2015310,310,6-Nov-15,11/6/2015,39,16,23,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,3153.4
ambigua,Gosling,2015,2015140,140,20-May-15,NA,228,126,102,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ambigua,Gosling,2015,2015168,168,17-Jun-15,NA,8,3,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ambigua,Gosling,2015,2015203,203,22-Jul-15,7/22/2015,3,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430
ambigua,Gosling,2015,2015216,216,4-Aug-15,8/4/2015,10,3,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290
ambigua,Gosling,2015,2015232,232,20-Aug-15,8/20/2015,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2015,2015244,244,1-Sep-15,9/1/2015,5,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.7
ambigua,Gosling,2015,2015259,259,16-Sep-15,9/16/2015,6,3,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ambigua,Gosling,2015,2015271,271,28-Sep-15,9/28/2015,12,7,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032
ambigua,Gosling,2015,2015287,287,14-Oct-15,10/14/2015,11,5,5,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.3
ambigua,Gosling,2015,2015299,299,26-Oct-15,10/26/2015,12,5,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433.3
ambigua,Gosling,2015,2015313,313,9-Nov-15,11/9/2015,38,18,18,0,2,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4300
ceriodaphnia,Gosling,2015,2015140,140,20-May-15,NA,73,36,37,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ceriodaphnia,Gosling,2015,2015168,168,17-Jun-15,NA,310,168,142,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA
ceriodaphnia,Gosling,2015,2015203,203,22-Jul-15,7/22/2015,202,88,114,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,104920.9
ceriodaphnia,Gosling,2015,2015216,216,4-Aug-15,8/4/2015,443,178,263,0,0,1,0,0,1,0,0,0,NA,NA,NA,0.00225733634311512,0,0,0.00225733634311512,0,0,0,NA,NA,NA,183611.5
